Timing is off.
year,month,site,ppt
2004,6,SR0050,27.8252686786643
2004,6,SR0060,11.8647244208577
2004,6,SR0070,19.8642597207447
2004,6,SR0080,13.0323550793551
2004,6,SR0090,14.665480683595
2004,6,SR0140,17.2417721849
2004,6,SR0150,17.5802512366069
2004,6,WR1000,15.6779348737543
2004,7,SR0040,10.551848493811
2004,7,SR0050,9.56940053184181
2004,7,SR0060,5.92394864644031
2004,7,SR0070,8.63929734450859
2004,7,SR0080,6.51686378569897
2004,7,SR0090,10.8328313245359
2004,7,SR0140,7.90763162291841
2004,7,SR0150,8.36141449735056
2004,7,WR1000,13.0323440914938
2004,8,SR0040,33.3208311352184
2004,8,SR0050,16.0565120106018
2004,8,SR0060,12.9577360715653
2004,8,SR0070,23.5917883412996
2004,8,SR0080,16.2480151806533
2004,8,SR0090,17.6050510263798
2004,8,SR0140,20.0289307737514
2004,8,SR0150,13.6392355264677
2004,8,WR1000,26.6175590470496
2004,9,SR0040,8.703175825308
2004,9,SR0050,4.99071020424462
2004,9,SR0060,3.08813458489584
2004,9,SR0070,5.32002457435414
2004,9,SR0080,3.56752796076952
2004,9,SR0090,2.96305205980278
2004,9,SR0140,4.49162700572363
2004,9,SR0150,3.42127688766946
2004,9,WR1000,3.79617646696608
2004,10,SR0040,86.7432667909246
2004,10,SR0050,68.7225962362972
2004,10,SR0060,55.2154868302638
2004,10,SR0070,66.2337586885292
2004,10,SR0080,56.989909545132
2004,10,SR0090,60.2510301511895
2004,10,SR0140,62.8640342947646
2004,10,SR0150,61.0141351999253
2004,10,WR1000,64.712977994301
2004,11,SR0040,36.868580675265
2004,11,SR0050,28.0398872328446
2004,11,SR0060,22.4999002583839
2004,11,SR0070,26.0267740397214
2004,11,SR0080,22.0773299596292
2004,11,SR0090,24.5215495148122
2004,11,SR0140,25.1739607520856
2004,11,SR0150,24.8632047750273
2004,11,WR1000,25.1463234177893
2004,12,SR0040,142.343864051865
2004,12,SR0050,79.6545839711214
2004,12,SR0060,64.9730527023539
2004,12,SR0070,114.816789896464
2004,12,SR0080,94.1465839354625
2004,12,SR0090,117.067701218376
2004,12,SR0140,86.955149175318
2004,12,SR0150,73.4082527394634
2004,12,WR1000,124.179463793929
2005,1,SR0040,77.8692258064775
2005,1,SR0050,45.3761785422751
2005,1,SR0060,28.6352951051148
2005,1,SR0070,55.9929184228016
2005,1,SR0080,36.3598456159917
2005,1,SR0090,38.9950756182864
2005,1,SR0140,39.9530679844582
2005,1,SR0150,33.1625357594403
2005,1,WR1000,38.2662734673674
2005,2,SR0040,31.1651430948048
2005,2,SR0050,21.6024552339565
2005,2,SR0060,13.3127541864746
2005,2,SR0070,19.9329848078768
2005,2,SR0080,14.5358932169756
2005,2,SR0090,13.4590469417225
2005,2,SR0140,17.7856775054495
2005,2,SR0150,16.3394268834065
2005,2,WR1000,12.2762944688223
2005,3,SR0040,74.5666508097325
2005,3,SR0050,49.2095017425999
2005,3,SR0060,36.3536755441289
2005,3,SR0070,55.4912196032878
2005,3,SR0080,41.326103719651
2005,3,SR0090,48.7309252287058
2005,3,SR0140,46.8106290978579
2005,3,SR0150,41.9898232932566
2005,3,WR1000,59.598382827336
2005,4,SR0040,111.114018318859
2005,4,SR0050,73.3964967151351
2005,4,SR0060,53.5165257061478
2005,4,SR0070,74.1455844332667
2005,4,SR0080,51.1503091612182
2005,4,SR0090,53.8450489313156
